,price_type,metric_code,study_number,location_type,adjustment_index,adjusted,sale_type,frequency,date,rand_millions,datetime
3165,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,09-2009,337.2,2009-09-01
3166,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,09-2009,222.2,2009-09-01
3167,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,09-2009,4287.1,2009-09-01
3168,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,09-2009,1381.5,2009-09-01
3169,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,09-2009,205.5,2009-09-01
3170,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,09-2009,51.5,2009-09-01
3171,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,09-2009,1638.5,2009-09-01
3172,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,09-2009,769.8,2009-09-01
3173,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,09-2009,2.2,2009-09-01
3174,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,09-2009,0.3,2009-09-01
3175,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,09-2009,772.3,2009-09-01
3176,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,09-2009,449.9,2009-09-01
3177,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,09-2009,40.3,2009-09-01
3178,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,09-2009,94.3,2009-09-01
3179,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,09-2009,584.5,2009-09-01
3180,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,09-2009,2601.2,2009-09-01
3181,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,09-2009,248.1,2009-09-01
3182,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,09-2009,146.0,2009-09-01
3183,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,09-2009,2995.3,2009-09-01
3184,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,09-2009,1996.9,2009-09-01
3185,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,09-2009,303.6,2009-09-01
3186,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,09-2009,77.3,2009-09-01
3187,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,09-2009,2377.8,2009-09-01
3188,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,09-2009,1133.3,2009-09-01
3189,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,09-2009,3.2,2009-09-01
3190,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,09-2009,0.4,2009-09-01
3191,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,09-2009,1136.9,2009-09-01
3192,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,09-2009,658.4,2009-09-01
3193,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,09-2009,61.5,2009-09-01
3194,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,09-2009,145.7,2009-09-01
3195,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,09-2009,865.5,2009-09-01
3196,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,09-2009,3788.6,2009-09-01
3197,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,09-2009,368.3,2009-09-01
3198,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,09-2009,223.4,2009-09-01
3199,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,09-2009,4380.2,2009-09-01
3200,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,10-2009,1362.7,2009-10-01
3201,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,10-2009,203.6,2009-10-01
3202,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,10-2009,52.2,2009-10-01
3203,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,10-2009,1618.5,2009-10-01
3204,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,10-2009,768.2,2009-10-01
3205,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,10-2009,2.2,2009-10-01
3206,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,10-2009,0.3,2009-10-01
3207,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,10-2009,770.7,2009-10-01
3208,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,10-2009,526.9,2009-10-01
3209,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,10-2009,44.7,2009-10-01
3210,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,10-2009,88.0,2009-10-01
3211,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,10-2009,659.6,2009-10-01
3212,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,10-2009,2657.8,2009-10-01
3213,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,10-2009,250.5,2009-10-01
3214,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,10-2009,140.5,2009-10-01
3215,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,10-2009,3048.8,2009-10-01
3216,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,10-2009,1976.5,2009-10-01
3217,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,10-2009,299.0,2009-10-01
3218,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,10-2009,75.7,2009-10-01
3219,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,10-2009,2351.2,2009-10-01
3220,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,10-2009,1114.2,2009-10-01
3221,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,10-2009,3.2,2009-10-01
3222,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,10-2009,0.4,2009-10-01
3223,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,10-2009,1117.8,2009-10-01
3224,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,10-2009,764.2,2009-10-01
3225,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,10-2009,65.7,2009-10-01
3226,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,10-2009,127.5,2009-10-01
3227,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,10-2009,957.4,2009-10-01
3228,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,10-2009,3854.9,2009-10-01
3229,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,10-2009,367.9,2009-10-01
3230,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,10-2009,203.6,2009-10-01
3231,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,10-2009,4426.4,2009-10-01
3232,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,10-2009,1376.8,2009-10-01
3233,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,10-2009,205.5,2009-10-01
3234,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,10-2009,52.7,2009-10-01
3235,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,10-2009,1635.0,2009-10-01
3236,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,10-2009,759.5,2009-10-01
3237,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,10-2009,2.1,2009-10-01
3238,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,10-2009,0.3,2009-10-01
3239,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,10-2009,761.8,2009-10-01
3240,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,10-2009,520.1,2009-10-01
3241,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,10-2009,43.1,2009-10-01
3242,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,10-2009,88.9,2009-10-01
3243,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,10-2009,652.1,2009-10-01
3244,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,10-2009,2656.4,2009-10-01
3245,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,10-2009,250.6,2009-10-01
3246,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,10-2009,141.9,2009-10-01
3247,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,10-2009,3049.0,2009-10-01
3248,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,10-2009,2012.7,2009-10-01
3249,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,10-2009,302.3,2009-10-01
3250,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,10-2009,74.6,2009-10-01
3251,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2009,2389.5,2009-10-01
3252,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,10-2009,1099.4,2009-10-01
3253,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,10-2009,2.9,2009-10-01
3254,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,10-2009,0.4,2009-10-01
3255,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2009,1102.7,2009-10-01
3256,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,10-2009,734.8,2009-10-01
3257,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,10-2009,64.1,2009-10-01
3258,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,10-2009,127.5,2009-10-01
3259,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2009,926.4,2009-10-01
3260,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,10-2009,3846.9,2009-10-01
3261,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,10-2009,369.3,2009-10-01
3262,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,10-2009,202.5,2009-10-01
3263,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2009,4418.7,2009-10-01
3264,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,11-2009,1429.2,2009-11-01
3265,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,11-2009,210.1,2009-11-01
3266,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,11-2009,87.2,2009-11-01
3267,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,11-2009,1726.5,2009-11-01
3268,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,11-2009,799.6,2009-11-01
3269,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,11-2009,2.2,2009-11-01
3270,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,11-2009,0.3,2009-11-01
3271,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,11-2009,802.1,2009-11-01
3272,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,11-2009,531.2,2009-11-01
3273,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,11-2009,48.2,2009-11-01
3274,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,11-2009,80.3,2009-11-01
3275,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,11-2009,659.7,2009-11-01
3276,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,11-2009,2760.0,2009-11-01
3277,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,11-2009,260.5,2009-11-01
3278,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,11-2009,167.8,2009-11-01
3279,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,11-2009,3188.3,2009-11-01
3280,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,11-2009,2066.5,2009-11-01
3281,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,11-2009,305.8,2009-11-01
3282,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,11-2009,125.9,2009-11-01
3283,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,11-2009,2498.2,2009-11-01
3284,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,11-2009,1156.2,2009-11-01
3285,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,11-2009,3.2,2009-11-01
3286,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,11-2009,0.4,2009-11-01
3287,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,11-2009,1159.8,2009-11-01
3288,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,11-2009,768.1,2009-11-01
3289,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,11-2009,70.2,2009-11-01
3290,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,11-2009,116.0,2009-11-01
3291,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,11-2009,954.3,2009-11-01
3292,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,11-2009,3990.8,2009-11-01
3293,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,11-2009,379.2,2009-11-01
3294,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,11-2009,242.3,2009-11-01
3295,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,11-2009,4612.3,2009-11-01
3296,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,11-2009,1338.4,2009-11-01
3297,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,11-2009,197.2,2009-11-01
3298,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,11-2009,81.7,2009-11-01
3299,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,11-2009,1617.2,2009-11-01
3300,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,11-2009,777.5,2009-11-01
3301,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,11-2009,2.1,2009-11-01
3302,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,11-2009,0.3,2009-11-01
3303,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,11-2009,779.8,2009-11-01
3304,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,11-2009,491.1,2009-11-01
3305,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,11-2009,45.7,2009-11-01
3306,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,11-2009,73.0,2009-11-01
3307,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,11-2009,609.9,2009-11-01
3308,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,11-2009,2607.0,2009-11-01
3309,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,11-2009,245.0,2009-11-01
3310,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,11-2009,155.0,2009-11-01
3311,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,11-2009,3007.0,2009-11-01
3312,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2009,1984.0,2009-11-01
3313,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2009,290.3,2009-11-01
3314,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2009,111.3,2009-11-01
3315,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2009,2385.6,2009-11-01
3316,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2009,1121.3,2009-11-01
3317,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2009,2.9,2009-11-01
3318,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2009,0.4,2009-11-01
3319,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2009,1124.6,2009-11-01
3320,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2009,713.2,2009-11-01
3321,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2009,65.6,2009-11-01
3322,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2009,116.0,2009-11-01
3323,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2009,894.8,2009-11-01
3324,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2009,3818.4,2009-11-01
3325,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2009,358.8,2009-11-01
3326,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2009,227.7,2009-11-01
3327,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2009,4405.0,2009-11-01
3328,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,12-2009,1571.8,2009-12-01
3329,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,12-2009,226.9,2009-12-01
3330,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,12-2009,67.9,2009-12-01
3331,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,12-2009,1866.6,2009-12-01
3332,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,12-2009,962.7,2009-12-01
3333,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,12-2009,2.2,2009-12-01
3334,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,12-2009,0.2,2009-12-01
3335,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,12-2009,965.1,2009-12-01
3336,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,12-2009,484.4,2009-12-01
3337,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,12-2009,65.3,2009-12-01
3338,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,12-2009,97.0,2009-12-01
3339,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,12-2009,646.7,2009-12-01
3340,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,12-2009,3018.9,2009-12-01
3341,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,12-2009,294.4,2009-12-01
3342,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,12-2009,165.1,2009-12-01
3343,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,12-2009,3478.4,2009-12-01
3344,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,12-2009,2242.7,2009-12-01
3345,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,12-2009,328.6,2009-12-01
3346,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,12-2009,96.8,2009-12-01
3347,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,12-2009,2668.1,2009-12-01
3348,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,12-2009,1373.6,2009-12-01
3349,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,12-2009,3.2,2009-12-01
3350,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,12-2009,0.3,2009-12-01
3351,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,12-2009,1377.1,2009-12-01
3352,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,12-2009,691.2,2009-12-01
3353,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,12-2009,94.6,2009-12-01
3354,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,12-2009,138.2,2009-12-01
3355,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,12-2009,924.0,2009-12-01
3356,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,12-2009,4307.5,2009-12-01
3357,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,12-2009,426.4,2009-12-01
3358,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,12-2009,235.3,2009-12-01
3359,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,12-2009,4969.2,2009-12-01
3360,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,12-2009,1260.5,2009-12-01
3361,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,12-2009,178.6,2009-12-01
3362,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,12-2009,60.2,2009-12-01
3363,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,12-2009,1499.3,2009-12-01
3364,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,12-2009,796.2,2009-12-01
3365,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,12-2009,1.8,2009-12-01
3366,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,12-2009,0.2,2009-12-01
3367,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,12-2009,798.1,2009-12-01
3368,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,12-2009,486.7,2009-12-01
3369,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,12-2009,50.9,2009-12-01
3370,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,12-2009,90.6,2009-12-01
3371,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,12-2009,628.2,2009-12-01
3372,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,12-2009,2543.4,2009-12-01
3373,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,12-2009,231.3,2009-12-01
3374,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,12-2009,151.0,2009-12-01
3375,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,12-2009,2925.7,2009-12-01
3376,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2009,1795.4,2009-12-01
3377,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2009,247.1,2009-12-01
