,price_type,metric_code,study_number,location_type,adjustment_index,adjusted,sale_type,frequency,date,rand_millions,datetime
10232,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2018,517.4,2018-11-01
10233,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2018,81.4,2018-11-01
10234,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2018,88.0,2018-11-01
10235,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2018,686.8,2018-11-01
10236,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2018,4338.8,2018-11-01
10237,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2018,328.9,2018-11-01
10238,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2018,115.2,2018-11-01
10239,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2018,4782.9,2018-11-01
10240,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,12-2018,3433.1,2018-12-01
10241,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,12-2018,376.0,2018-12-01
10242,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,12-2018,59.2,2018-12-01
10243,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,12-2018,3868.3,2018-12-01
10244,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,12-2018,2251.8,2018-12-01
10245,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,12-2018,8.6,2018-12-01
10246,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,12-2018,1.8,2018-12-01
10247,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,12-2018,2262.2,2018-12-01
10248,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,12-2018,674.1,2018-12-01
10249,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,12-2018,108.2,2018-12-01
10250,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,12-2018,110.4,2018-12-01
10251,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,12-2018,892.7,2018-12-01
10252,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,12-2018,6359.0,2018-12-01
10253,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,12-2018,492.8,2018-12-01
10254,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,12-2018,171.4,2018-12-01
10255,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,12-2018,7023.2,2018-12-01
10256,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,12-2018,2788.8,2018-12-01
10257,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,12-2018,322.0,2018-12-01
10258,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,12-2018,48.4,2018-12-01
10259,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,12-2018,3159.2,2018-12-01
10260,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,12-2018,1829.2,2018-12-01
10261,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,12-2018,7.4,2018-12-01
10262,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,12-2018,1.5,2018-12-01
10263,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,12-2018,1838.1,2018-12-01
10264,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,12-2018,547.6,2018-12-01
10265,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,12-2018,92.7,2018-12-01
10266,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,12-2018,90.3,2018-12-01
10267,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,12-2018,730.6,2018-12-01
10268,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,12-2018,5165.6,2018-12-01
10269,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,12-2018,422.1,2018-12-01
10270,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,12-2018,140.2,2018-12-01
10271,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,12-2018,5727.9,2018-12-01
10272,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,12-2018,2760.1,2018-12-01
10273,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,12-2018,287.2,2018-12-01
10274,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,12-2018,44.2,2018-12-01
10275,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,12-2018,3091.5,2018-12-01
10276,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,12-2018,1786.7,2018-12-01
10277,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,12-2018,7.4,2018-12-01
10278,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,12-2018,1.7,2018-12-01
10279,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,12-2018,1795.8,2018-12-01
10280,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,12-2018,699.8,2018-12-01
10281,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,12-2018,83.9,2018-12-01
10282,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,12-2018,104.6,2018-12-01
10283,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,12-2018,888.3,2018-12-01
10284,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,12-2018,5246.6,2018-12-01
10285,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,12-2018,378.5,2018-12-01
10286,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,12-2018,150.6,2018-12-01
10287,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,12-2018,5775.7,2018-12-01
10288,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2018,2201.8,2018-12-01
10289,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2018,246.0,2018-12-01
10290,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2018,36.1,2018-12-01
10291,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2018,2483.9,2018-12-01
10292,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2018,1446.3,2018-12-01
10293,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2018,6.5,2018-12-01
10294,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2018,1.4,2018-12-01
10295,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2018,1454.3,2018-12-01
10296,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2018,569.2,2018-12-01
10297,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2018,71.7,2018-12-01
10298,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2018,90.3,2018-12-01
10299,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2018,731.2,2018-12-01
10300,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2018,4217.4,2018-12-01
10301,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2018,324.2,2018-12-01
10302,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2018,127.8,2018-12-01
10303,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2018,4669.4,2018-12-01
10304,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,01-2019,2605.8,2019-01-01
10305,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,01-2019,291.1,2019-01-01
10306,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,01-2019,32.4,2019-01-01
10307,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,01-2019,2929.3,2019-01-01
10308,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,01-2019,1689.3,2019-01-01
10309,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,01-2019,6.9,2019-01-01
10310,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,01-2019,1.5,2019-01-01
10311,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,01-2019,1697.7,2019-01-01
10312,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,01-2019,643.7,2019-01-01
10313,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,01-2019,75.5,2019-01-01
10314,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,01-2019,101.9,2019-01-01
10315,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,01-2019,821.1,2019-01-01
10316,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,01-2019,4938.8,2019-01-01
10317,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,01-2019,373.5,2019-01-01
10318,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,01-2019,135.8,2019-01-01
10319,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,01-2019,5448.1,2019-01-01
10320,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,01-2019,2089.3,2019-01-01
10321,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,01-2019,248.6,2019-01-01
10322,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,01-2019,26.2,2019-01-01
10323,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,01-2019,2364.1,2019-01-01
10324,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,01-2019,1354.5,2019-01-01
10325,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,01-2019,5.9,2019-01-01
10326,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,01-2019,1.2,2019-01-01
10327,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,01-2019,1361.6,2019-01-01
10328,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,01-2019,516.1,2019-01-01
10329,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,01-2019,64.5,2019-01-01
10330,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,01-2019,82.5,2019-01-01
10331,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,01-2019,663.1,2019-01-01
10332,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,01-2019,3959.9,2019-01-01
10333,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,01-2019,319.0,2019-01-01
10334,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,01-2019,109.9,2019-01-01
10335,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,01-2019,4388.8,2019-01-01
10336,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,01-2019,2699.1,2019-01-01
10337,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,01-2019,300.6,2019-01-01
10338,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,01-2019,39.2,2019-01-01
10339,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,01-2019,3039.0,2019-01-01
10340,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,01-2019,1845.6,2019-01-01
10341,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,01-2019,7.5,2019-01-01
10342,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,01-2019,1.5,2019-01-01
10343,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,01-2019,1854.5,2019-01-01
10344,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,01-2019,682.4,2019-01-01
10345,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,01-2019,84.8,2019-01-01
10346,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,01-2019,108.4,2019-01-01
10347,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,01-2019,875.5,2019-01-01
10348,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,01-2019,5227.1,2019-01-01
10349,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,01-2019,392.9,2019-01-01
10350,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,01-2019,149.0,2019-01-01
10351,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,01-2019,5769.0,2019-01-01
10352,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2019,2181.3,2019-01-01
10353,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2019,252.2,2019-01-01
10354,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2019,31.7,2019-01-01
10355,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2019,2465.2,2019-01-01
10356,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2019,1478.5,2019-01-01
10357,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2019,6.2,2019-01-01
10358,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2019,1.1,2019-01-01
10359,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2019,1485.8,2019-01-01
10360,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2019,548.8,2019-01-01
10361,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2019,72.1,2019-01-01
10362,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2019,82.5,2019-01-01
10363,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2019,703.4,2019-01-01
10364,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2019,4208.6,2019-01-01
10365,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2019,330.5,2019-01-01
10366,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2019,115.4,2019-01-01
10367,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2019,4654.4,2019-01-01
10368,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,02-2019,2592.0,2019-02-01
10369,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,02-2019,289.8,2019-02-01
10370,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,02-2019,41.8,2019-02-01
10371,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,02-2019,2923.6,2019-02-01
10372,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,02-2019,1696.0,2019-02-01
10373,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,02-2019,7.0,2019-02-01
10374,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,02-2019,1.2,2019-02-01
10375,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,02-2019,1704.2,2019-02-01
10376,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,02-2019,647.5,2019-02-01
10377,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,02-2019,81.1,2019-02-01
10378,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,02-2019,102.5,2019-02-01
10379,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,02-2019,831.1,2019-02-01
10380,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,02-2019,4935.5,2019-02-01
10381,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,02-2019,377.9,2019-02-01
10382,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,02-2019,145.5,2019-02-01
10383,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,02-2019,5458.9,2019-02-01
10384,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,02-2019,2078.5,2019-02-01
10385,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,02-2019,246.8,2019-02-01
10386,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,02-2019,33.8,2019-02-01
10387,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,02-2019,2359.1,2019-02-01
10388,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,02-2019,1360.0,2019-02-01
10389,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,02-2019,6.0,2019-02-01
10390,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,02-2019,1.0,2019-02-01
10391,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,02-2019,1367.0,2019-02-01
10392,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,02-2019,519.2,2019-02-01
10393,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,02-2019,69.1,2019-02-01
10394,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,02-2019,82.9,2019-02-01
10395,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,02-2019,671.2,2019-02-01
10396,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,02-2019,3957.7,2019-02-01
10397,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,02-2019,321.9,2019-02-01
10398,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,02-2019,117.7,2019-02-01
10399,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,02-2019,4397.3,2019-02-01
10400,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,02-2019,2791.7,2019-02-01
10401,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,02-2019,287.7,2019-02-01
10402,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,02-2019,41.6,2019-02-01
10403,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,02-2019,3121.0,2019-02-01
10404,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,02-2019,1896.0,2019-02-01
10405,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,02-2019,7.9,2019-02-01
10406,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,02-2019,1.2,2019-02-01
10407,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,02-2019,1905.1,2019-02-01
10408,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,02-2019,658.9,2019-02-01
10409,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,02-2019,85.8,2019-02-01
10410,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,02-2019,105.5,2019-02-01
10411,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,02-2019,850.3,2019-02-01
10412,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,02-2019,5346.7,2019-02-01
10413,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,02-2019,381.4,2019-02-01
10414,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,02-2019,148.4,2019-02-01
10415,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,02-2019,5876.4,2019-02-01
10416,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2019,2237.2,2019-02-01
10417,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2019,244.6,2019-02-01
10418,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2019,33.7,2019-02-01
10419,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2019,2515.5,2019-02-01
10420,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2019,1518.3,2019-02-01
10421,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2019,6.7,2019-02-01
10422,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2019,1.0,2019-02-01
10423,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2019,1526.0,2019-02-01
10424,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2019,532.8,2019-02-01
10425,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2019,72.8,2019-02-01
10426,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2019,82.9,2019-02-01
10427,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2019,688.5,2019-02-01
10428,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,02-2019,4288.3,2019-02-01
10429,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,02-2019,324.1,2019-02-01
10430,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,02-2019,117.6,2019-02-01
10431,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,02-2019,4729.9,2019-02-01
10432,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,03-2019,3148.9,2019-03-01
10433,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,03-2019,323.1,2019-03-01
10434,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,03-2019,53.4,2019-03-01
10435,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,03-2019,3525.4,2019-03-01
10436,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,03-2019,1951.6,2019-03-01
10437,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,03-2019,8.3,2019-03-01
10438,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,03-2019,1.5,2019-03-01
10439,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,03-2019,1961.4,2019-03-01
10440,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,03-2019,727.8,2019-03-01
10441,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,03-2019,95.4,2019-03-01
10442,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,03-2019,107.3,2019-03-01
10443,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,03-2019,930.5,2019-03-01
10444,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,03-2019,5828.3,2019-03-01
10445,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,03-2019,426.8,2019-03-01
10446,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,03-2019,162.2,2019-03-01
